"This dataset represents a selection of tree taper data from the British Columbia Ministry of Forests and Range volume and decay databases. The trees in the master database were used to fit the taper equations used in B.C.  All trees in the master database were selected purposefully.",,,,,,,,,,
"The trees in this dataset were systematically selected from the range of dbh for the species within a biogeoclimatic zone from the trees in the master database.",,,,,,,,,,
"Each record equals a section of a tree and cites the height above ground (high side), its stem diameter and volume for the upper position of the section.  Header details describing the tree species, biogeoclimatic unit, dbh, height, age  and total tree volume are cited for each section record.",,,,,,,,,,
"044692",5.18,5,30,0.32,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",10.06,6,25.4,0.3,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",14.94,7,19,0.19,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",19.81,8,9.7,0.09,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",21.76,9,5.1,0.01,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",23.8,10,0,0,"F","ESSFmm 2",182,40.9,23.8,1.07
"030266",0.3,1,40.4,0.04,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",0.61,2,35.8,0.04,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",0.91,3,33.8,0.03,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",1.3,4,32.2,0.03,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",3.23,5,30.5,0.15,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",5.09,6,27.4,0.12,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",6.95,7,25.1,0.1,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",8.81,8,22.9,0.08,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",10.67,9,20.3,0.07,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",12.53,10,17,0.05,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",14.39,11,13.7,0.03,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",16.25,12,9.9,0.02,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",18.11,13,5.1,0.01,"B","ESSFmv 2",87,33.7,19.96,0.78
"030266",19.96,14,0,0,"B","ESSFmv 2",87,33.7,19.96,0.78
"030291",0.3,1,22.4,0.01,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",0.61,2,20.8,0.01,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",0.91,3,20.6,0.01,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",1.3,4,19.9,0.01,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",2.9,5,18.3,0.05,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",4.42,6,16.5,0.04,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",5.94,7,16,0.03,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",7.47,8,14.7,0.03,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",8.99,9,13,0.02,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",10.52,10,11.9,0.02,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",12.04,11,9.9,0.01,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",13.56,12,7.6,0.01,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",15.09,13,5.8,0.01,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030291",16.58,14,0,0,"PL","ESSFmv 2",100,20.9,16.58,0.26
"030318",0.3,1,23.9,0.01,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",0.61,2,21.8,0.01,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",0.91,3,21.8,0.01,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",1.3,4,21.6,0.01,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",2.9,5,19.6,0.05,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",4.42,6,18,0.04,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",5.94,7,16,0.03,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",7.47,8,14.7,0.03,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",8.99,9,13.5,0.02,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",10.52,10,11.4,0.02,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",12.04,11,9.4,0.01,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",13.56,12,7.4,0.01,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",15.09,13,4.3,0,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030318",16.61,14,0,0,"PL","ESSFmv 2",103,22.6,16.61,0.28
"030300",0.3,1,31.5,0.02,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",0.61,2,28.7,0.02,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",0.91,3,27.2,0.02,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",1.3,4,26.7,0.02,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",2.9,5,25.4,0.09,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",4.42,6,23.1,0.07,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",5.94,7,20.3,0.06,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",7.47,8,18.8,0.05,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",8.99,9,16.5,0.04,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",10.52,10,15.2,0.03,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",12.04,11,11.7,0.02,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",13.56,12,9.4,0.01,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",15.09,13,4.8,0.01,"PL","ESSFmv 2",93,28,16.61,0.45
"030300",16.61,14,0,0,"PL","ESSFmv 2",93,28,16.61,0.45
"030306",0.3,1,31.5,0.02,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",0.61,2,30.5,0.02,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",0.91,3,30,0.02,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",1.3,4,28.3,0.03,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",3.11,5,25.9,0.1,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",4.85,6,25.4,0.09,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",6.58,7,23.4,0.08,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",8.32,8,20.6,0.07,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",10.06,9,19.6,0.06,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",11.8,10,15.7,0.04,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",13.53,11,13.5,0.03,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",15.27,12,9.9,0.02,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",17.01,13,4.8,0.01,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030306",18.59,14,0,0,"PL","ESSFmv 2",102,29.5,18.59,0.59
"030252",0.3,1,15,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",0.61,2,13.5,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",0.91,3,13.2,0,"S","ESSFmv 2",74,14,15.27,0.11
"030252",1.3,4,13.2,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",2.78,5,12.2,0.02,"S","ESSFmv 2",74,14,15.27,0.11
"030252",4.18,6,11.4,0.02,"S","ESSFmv 2",74,14,15.27,0.11
"030252",5.58,7,10.9,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",6.98,8,9.9,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",8.38,9,9.1,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",9.78,10,7.9,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",11.19,11,6.6,0.01,"S","ESSFmv 2",74,14,15.27,0.11
"030252",12.59,12,5.1,0,"S","ESSFmv 2",74,14,15.27,0.11
"030252",13.99,13,3.3,0,"S","ESSFmv 2",74,14,15.27,0.11
"030252",15.27,14,0,0,"S","ESSFmv 2",74,14,15.27,0.11
"064584",0.3,1,23.1,0.01,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",0.6,2,19.9,0.01,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",0.9,3,18.8,0.01,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",1.3,4,18.6,0.01,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",2.8,5,18.4,0.04,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",5.3,6,15.5,0.06,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",7.8,7,14.1,0.04,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",11.3,8,10,0.04,"B","ESSFmv 3",194,20.5,16.6,0.24
"064584",16.6,9,0,0.02,"B","ESSFmv 3",194,20.5,16.6,0.24
"064595",0.3,1,44.1,0.05,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",0.6,2,39.3,0.04,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",0.9,3,35.4,0.03,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",1.3,4,35.5,0.04,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",5.3,5,31.1,0.35,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",10.3,6,28.1,0.35,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",15.3,7,22.3,0.25,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",20.3,8,15.4,0.14,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",23.8,9,10,0.05,"B","ESSFmv 3",177,38.9,29.7,1.32
"064595",29.7,10,0,0.02,"B","ESSFmv 3",177,38.9,29.7,1.32
"004668",0.3,1,20.3,0.01,"B","ESSFmw",189,21.6,16.2,0.28
"004668",0.61,2,20.1,0.01,"B","ESSFmw",189,21.6,16.2,0.28
"004668",0.91,3,20.1,0.01,"B","ESSFmw",189,21.6,16.2,0.28
"004668",1.37,4,20.6,0.01,"B","ESSFmw",189,21.6,16.2,0.28
"004668",2.74,5,20.3,0.05,"B","ESSFmw",189,21.6,16.2,0.28
"004668",5.18,6,17.8,0.07,"B","ESSFmw",189,21.6,16.2,0.28
"004668",7.62,7,15.2,0.05,"B","ESSFmw",189,21.6,16.2,0.28
"004668",10.06,8,12.7,0.04,"B","ESSFmw",189,21.6,16.2,0.28
"004668",11.64,9,10.2,0.02,"B","ESSFmw",189,21.6,16.2,0.28
"004668",16.2,10,0,0.02,"B","ESSFmw",189,21.6,16.2,0.28
"058513",0.3,1,33.3,0.03,"B","ESSFmw",125,28.5,22.5,0.54
"058513",0.6,2,29.3,0.02,"B","ESSFmw",125,28.5,22.5,0.54
"058513",0.9,3,27.6,0.02,"B","ESSFmw",125,28.5,22.5,0.54
"058513",1.3,4,26.9,0.02,"B","ESSFmw",125,28.5,22.5,0.54
"058513",5.3,5,22.3,0.19,"B","ESSFmw",125,28.5,22.5,0.54
"058513",10.3,6,16.8,0.15,"B","ESSFmw",125,28.5,22.5,0.54
"058513",15.9,7,10,0.08,"B","ESSFmw",125,28.5,22.5,0.54
"058513",22.5,8,0,0.02,"B","ESSFmw",125,28.5,22.5,0.54
"016609",0.3,1,38.4,0.04,"B","ESSFmw",177,30.1,26.2,0.77
"016609",0.61,2,33.3,0.03,"B","ESSFmw",177,30.1,26.2,0.77
"016609",0.91,3,29.7,0.02,"B","ESSFmw",177,30.1,26.2,0.77
"016609",1.37,4,28.4,0.03,"B","ESSFmw",177,30.1,26.2,0.77
"016609",5.18,5,25.4,0.22,"B","ESSFmw",177,30.1,26.2,0.77
"016609",10.06,6,20.3,0.2,"B","ESSFmw",177,30.1,26.2,0.77
"016609",14.94,7,17.8,0.14,"B","ESSFmw",177,30.1,26.2,0.77
"016609",19.02,8,10.2,0.07,"B","ESSFmw",177,30.1,26.2,0.77
"016609",26.2,9,0,0.02,"B","ESSFmw",177,30.1,26.2,0.77
"058749",0.3,1,38.2,0.03,"B","ESSFmw",127,30.9,22.6,0.71
"058749",0.6,2,34.4,0.03,"B","ESSFmw",127,30.9,22.6,0.71
"058749",0.9,3,30.9,0.03,"B","ESSFmw",127,30.9,22.6,0.71
"058749",1.3,4,29,0.03,"B","ESSFmw",127,30.9,22.6,0.71
"058749",5.3,5,25.3,0.23,"B","ESSFmw",127,30.9,22.6,0.71
"058749",10.3,6,19.7,0.2,"B","ESSFmw",127,30.9,22.6,0.71
"058749",17.68,7,10,0.14,"B","ESSFmw",127,30.9,22.6,0.71
"058749",22.6,8,0,0.02,"B","ESSFmw",127,30.9,22.6,0.71
"015641",0.3,1,36.1,0.03,"B","ESSFmw",219,36.3,30.5,1.2
"015641",0.61,2,34.8,0.03,"B","ESSFmw",219,36.3,30.5,1.2
"015641",0.91,3,33.8,0.03,"B","ESSFmw",219,36.3,30.5,1.2
"015641",1.37,4,34.3,0.04,"B","ESSFmw",219,36.3,30.5,1.2
"015641",5.18,5,27.9,0.29,"B","ESSFmw",219,36.3,30.5,1.2
"015641",10.03,6,25.4,0.27,"B","ESSFmw",219,36.3,30.5,1.2
"015641",14.9,7,22.9,0.22,"B","ESSFmw",219,36.3,30.5,1.2
"015641",19.78,8,17.8,0.16,"B","ESSFmw",219,36.3,30.5,1.2
"015641",24.63,9,12.7,0.09,"B","ESSFmw",219,36.3,30.5,1.2
"015641",26.27,10,10.2,0.02,"B","ESSFmw",219,36.3,30.5,1.2
"015641",30.5,11,0,0.01,"B","ESSFmw",219,36.3,30.5,1.2
"058730",0.3,1,40.8,0.04,"B","ESSFmw",153,41,21.9,1.26
"058730",0.6,2,40.2,0.04,"B","ESSFmw",153,41,21.9,1.26
"058730",0.9,3,38.4,0.04,"B","ESSFmw",153,41,21.9,1.26
"058730",1.3,4,38.9,0.05,"B","ESSFmw",153,41,21.9,1.26
"058730",5.3,5,34.2,0.42,"B","ESSFmw",153,41,21.9,1.26
"058730",10.3,6,27.9,0.38,"B","ESSFmw",153,41,21.9,1.26
"058730",15.3,7,18.6,0.22,"B","ESSFmw",153,41,21.9,1.26
"058730",18.83,8,10,0.06,"B","ESSFmw",153,41,21.9,1.26
"058730",21.9,9,0,0.01,"B","ESSFmw",153,41,21.9,1.26
"015608",0.3,1,46.5,0.05,"B","ESSFmw",312,42.2,34.4,2.02
"015608",0.61,2,41.4,0.05,"B","ESSFmw",312,42.2,34.4,2.02
"015608",0.91,3,39.6,0.04,"B","ESSFmw",312,42.2,34.4,2.02
"015608",1.37,4,39.4,0.06,"B","ESSFmw",312,42.2,34.4,2.02
"015608",5.18,5,33,0.4,"B","ESSFmw",312,42.2,34.4,2.02
"015608",10.06,6,33,0.42,"B","ESSFmw",312,42.2,34.4,2.02
"015608",14.94,7,30.5,0.39,"B","ESSFmw",312,42.2,34.4,2.02
"015608",19.81,8,25.4,0.3,"B","ESSFmw",312,42.2,34.4,2.02
"015608",24.69,9,20.3,0.2,"B","ESSFmw",312,42.2,34.4,2.02
"015608",29.93,10,10.2,0.11,"B","ESSFmw",312,42.2,34.4,2.02
"015608",34.4,11,0,0.01,"B","ESSFmw",312,42.2,34.4,2.02
"016650",0.3,1,55.9,0.07,"B","ESSFmw",288,53,35.09,3.29
"016650",0.61,2,50.8,0.07,"B","ESSFmw",288,53,35.09,3.29
"016650",0.91,3,49,0.06,"B","ESSFmw",288,53,35.09,3.29
"016650",1.37,4,48.3,0.09,"B","ESSFmw",288,53,35.09,3.29
"016650",5.18,5,45.7,0.66,"B","ESSFmw",288,53,35.09,3.29
"016650",10.06,6,40.6,0.72,"B","ESSFmw",288,53,35.09,3.29
"016650",14.94,7,38.1,0.59,"B","ESSFmw",288,53,35.09,3.29
"016650",19.81,8,33,0.49,"B","ESSFmw",288,53,35.09,3.29
"016650",24.69,9,25.4,0.33,"B","ESSFmw",288,53,35.09,3.29
"016650",28.01,10,20.3,0.14,"B","ESSFmw",288,53,35.09,3.29
"016650",28.41,11,17.8,0.01,"B","ESSFmw",288,53,35.09,3.29
"016650",31.09,12,10.2,0.04,"B","ESSFmw",288,53,35.09,3.29
"016650",35.09,13,0,0.01,"B","ESSFmw",288,53,35.09,3.29
"016676",0.3,1,55.1,0.07,"B","ESSFmw",273,54.6,34.4,3.24
"016676",0.61,2,51.8,0.07,"B","ESSFmw",273,54.6,34.4,3.24
"016676",0.91,3,50,0.06,"B","ESSFmw",273,54.6,34.4,3.24
"016676",1.37,4,50,0.09,"B","ESSFmw",273,54.6,34.4,3.24
"016676",5.18,5,45.7,0.69,"B","ESSFmw",273,54.6,34.4,3.24
"016676",10.06,6,40.6,0.72,"B","ESSFmw",273,54.6,34.4,3.24
"016676",14.94,7,38.1,0.59,"B","ESSFmw",273,54.6,34.4,3.24
"016676",19.81,8,33,0.49,"B","ESSFmw",273,54.6,34.4,3.24
"016676",24.69,9,22.9,0.31,"B","ESSFmw",273,54.6,34.4,3.24
"016676",29.57,10,12.7,0.13,"B","ESSFmw",273,54.6,34.4,3.24
"016676",30.85,11,10.2,0.01,"B","ESSFmw",273,54.6,34.4,3.24
"016676",34.4,12,0,0.01,"B","ESSFmw",273,54.6,34.4,3.24
"016721",0.3,1,71.9,0.12,"B","ESSFmw",282,61.8,38.4,4.31
"016721",0.61,2,63.8,0.11,"B","ESSFmw",282,61.8,38.4,4.31
"016721",0.91,3,60.2,0.09,"B","ESSFmw",282,61.8,38.4,4.31
"016721",1.37,4,55.6,0.12,"B","ESSFmw",282,61.8,38.4,4.31
"016721",5.18,5,50.8,0.85,"B","ESSFmw",282,61.8,38.4,4.31
"016721",10.06,6,45.7,0.89,"B","ESSFmw",282,61.8,38.4,4.31
"016721",14.94,7,40.6,0.72,"B","ESSFmw",282,61.8,38.4,4.31
"016721",19.81,8,35.6,0.56,"B","ESSFmw",282,61.8,38.4,4.31
"016721",24.69,9,30.5,0.42,"B","ESSFmw",282,61.8,38.4,4.31
"016721",29.57,10,22.9,0.28,"B","ESSFmw",282,61.8,38.4,4.31
"016721",35.17,11,10.2,0.14,"B","ESSFmw",282,61.8,38.4,4.31
"016721",38.4,12,0,0.01,"B","ESSFmw",282,61.8,38.4,4.31
"015578",0.3,1,81.5,0.16,"B","ESSFmw",261,70.4,49.09,7.69
"015578",0.61,2,73.7,0.14,"B","ESSFmw",261,70.4,49.09,7.69
"015578",0.91,3,69.3,0.12,"B","ESSFmw",261,70.4,49.09,7.69
"015578",1.37,4,65.3,0.16,"B","ESSFmw",261,70.4,49.09,7.69
"015578",5.18,5,58.4,1.15,"B","ESSFmw",261,70.4,49.09,7.69
"015578",10.06,6,53.3,1.2,"B","ESSFmw",261,70.4,49.09,7.69
"015578",14.94,7,50.8,1.04,"B","ESSFmw",261,70.4,49.09,7.69
"015578",19.81,8,50.8,0.99,"B","ESSFmw",261,70.4,49.09,7.69
"015578",24.69,9,45.7,0.89,"B","ESSFmw",261,70.4,49.09,7.69
"015578",29.57,10,40.6,0.72,"B","ESSFmw",261,70.4,49.09,7.69
"015578",34.44,11,38.1,0.59,"B","ESSFmw",261,70.4,49.09,7.69
"015578",39.32,12,22.9,0.38,"B","ESSFmw",261,70.4,49.09,7.69
"015578",42.67,13,15.2,0.1,"B","ESSFmw",261,70.4,49.09,7.69
"015578",45.17,14,10.2,0.03,"B","ESSFmw",261,70.4,49.09,7.69
"015578",49.09,15,0,0.01,"B","ESSFmw",261,70.4,49.09,7.69
"015549",0.3,1,30,0.02,"F","ESSFmw",87,33.3,29.9,0.82
"015549",0.61,2,29,0.02,"F","ESSFmw",87,33.3,29.9,0.82
"015549",0.91,3,27.9,0.02,"F","ESSFmw",87,33.3,29.9,0.82
"015549",1.37,4,27.7,0.03,"F","ESSFmw",87,33.3,29.9,0.82
"015549",5.18,5,22.9,0.19,"F","ESSFmw",87,33.3,29.9,0.82
"015549",10.06,6,22.9,0.2,"F","ESSFmw",87,33.3,29.9,0.82
"015549",14.94,7,17.8,0.16,"F","ESSFmw",87,33.3,29.9,0.82
"015549",19.81,8,15.2,0.11,"F","ESSFmw",87,33.3,29.9,0.82
"015549",24.23,9,10.2,0.06,"F","ESSFmw",87,33.3,29.9,0.82
"015549",29.9,10,0,0.02,"F","ESSFmw",87,33.3,29.9,0.82
"015548",0.3,1,31.2,0.02,"F","ESSFmw",87,33.4,35.4,1.05
"015548",0.61,2,30.2,0.02,"F","ESSFmw",87,33.4,35.4,1.05
"015548",0.91,3,28.2,0.02,"F","ESSFmw",87,33.4,35.4,1.05
"015548",1.37,4,28.4,0.03,"F","ESSFmw",87,33.4,35.4,1.05
"015548",5.18,5,25.4,0.22,"F","ESSFmw",87,33.4,35.4,1.05
"015548",10.06,6,22.9,0.22,"F","ESSFmw",87,33.4,35.4,1.05
"015548",14.94,7,20.3,0.18,"F","ESSFmw",87,33.4,35.4,1.05
"015548",19.81,8,17.8,0.14,"F","ESSFmw",87,33.4,35.4,1.05
"015548",24.69,9,15.2,0.11,"F","ESSFmw",87,33.4,35.4,1.05
"015548",29.81,10,10.2,0.07,"F","ESSFmw",87,33.4,35.4,1.05
"015548",35.4,11,0,0.02,"F","ESSFmw",87,33.4,35.4,1.05
"015508",0.3,1,33.5,0.03,"F","ESSFmw",76,34.5,30.8,1.12
"015508",0.61,2,31.8,0.03,"F","ESSFmw",76,34.5,30.8,1.12
"015508",0.91,3,30.7,0.02,"F","ESSFmw",76,34.5,30.8,1.12
"015508",1.37,4,29,0.03,"F","ESSFmw",76,34.5,30.8,1.12
"015508",5.18,5,27.9,0.24,"F","ESSFmw",76,34.5,30.8,1.12
"015508",10.06,6,25.4,0.27,"F","ESSFmw",76,34.5,30.8,1.12
"015508",14.94,7,22.9,0.22,"F","ESSFmw",76,34.5,30.8,1.12
"015508",19.81,8,17.8,0.16,"F","ESSFmw",76,34.5,30.8,1.12
"015508",25.48,9,10.2,0.09,"F","ESSFmw",76,34.5,30.8,1.12
"015508",30.8,10,0,0.02,"F","ESSFmw",76,34.5,30.8,1.12
"015536",0.3,1,32.3,0.02,"F","ESSFmw",88,36.3,34.4,1.25
"015536",0.61,2,32.3,0.02,"F","ESSFmw",88,36.3,34.4,1.25
"015536",0.91,3,31.5,0.02,"F","ESSFmw",88,36.3,34.4,1.25
"015536",1.37,4,30.5,0.03,"F","ESSFmw",88,36.3,34.4,1.25
"015536",5.18,5,27.9,0.26,"F","ESSFmw",88,36.3,34.4,1.25
"015536",10.06,6,25.4,0.27,"F","ESSFmw",88,36.3,34.4,1.25
"015536",14.94,7,22.9,0.22,"F","ESSFmw",88,36.3,34.4,1.25
"015536",19.81,8,20.3,0.18,"F","ESSFmw",88,36.3,34.4,1.25
"015536",24.69,9,15.2,0.12,"F","ESSFmw",88,36.3,34.4,1.25
"015536",29.99,10,10.2,0.07,"F","ESSFmw",88,36.3,34.4,1.25
"015536",34.4,11,0,0.01,"F","ESSFmw",88,36.3,34.4,1.25
"015541",0.3,1,34.5,0.03,"F","ESSFmw",83,37.4,32,1.12
"015541",0.61,2,34.5,0.03,"F","ESSFmw",83,37.4,32,1.12
"015541",0.91,3,32,0.03,"F","ESSFmw",83,37.4,32,1.12
"015541",1.37,4,31.5,0.04,"F","ESSFmw",83,37.4,32,1.12
"015541",5.18,5,27.9,0.27,"F","ESSFmw",83,37.4,32,1.12
"015541",10.06,6,25.4,0.27,"F","ESSFmw",83,37.4,32,1.12
"015541",14.94,7,20.3,0.2,"F","ESSFmw",83,37.4,32,1.12
"015541",19.81,8,17.8,0.14,"F","ESSFmw",83,37.4,32,1.12
"015541",25.94,9,10.2,0.1,"F","ESSFmw",83,37.4,32,1.12
"015541",32,10,0,0.02,"F","ESSFmw",83,37.4,32,1.12
"015537",0.3,1,40.9,0.04,"F","ESSFmw",92,40.6,33.5,1.67
"015537",0.61,2,36.6,0.04,"F","ESSFmw",92,40.6,33.5,1.67
"015537",0.91,3,38.6,0.03,"F","ESSFmw",92,40.6,33.5,1.67
"015537",1.37,4,35.1,0.05,"F","ESSFmw",92,40.6,33.5,1.67
"015537",5.18,5,33,0.35,"F","ESSFmw",92,40.6,33.5,1.67
"015537",10.06,6,30.5,0.39,"F","ESSFmw",92,40.6,33.5,1.67
"015537",14.94,7,25.4,0.3,"F","ESSFmw",92,40.6,33.5,1.67
"015537",19.81,8,22.9,0.22,"F","ESSFmw",92,40.6,33.5,1.67
"015537",24.69,9,17.8,0.16,"F","ESSFmw",92,40.6,33.5,1.67
"015537",29.69,10,10.2,0.08,"F","ESSFmw",92,40.6,33.5,1.67
"015537",33.5,11,0,0.01,"F","ESSFmw",92,40.6,33.5,1.67
"015540",0.3,1,45.7,0.05,"F","ESSFmw",89,43.5,35.09,1.66
"015540",0.61,2,39.6,0.04,"F","ESSFmw",89,43.5,35.09,1.66
"015540",0.91,3,37.3,0.04,"F","ESSFmw",89,43.5,35.09,1.66
"015540",1.37,4,36.3,0.05,"F","ESSFmw",89,43.5,35.09,1.66
"015540",5.18,5,30.5,0.34,"F","ESSFmw",89,43.5,35.09,1.66
"015540",10.06,6,30.5,0.36,"F","ESSFmw",89,43.5,35.09,1.66
"015540",14.94,7,25.4,0.3,"F","ESSFmw",89,43.5,35.09,1.66
"015540",19.81,8,22.9,0.22,"F","ESSFmw",89,43.5,35.09,1.66
"015540",24.69,9,17.8,0.16,"F","ESSFmw",89,43.5,35.09,1.66
"015540",29.9,10,10.2,0.09,"F","ESSFmw",89,43.5,35.09,1.66
"015540",35.09,11,0,0.02,"F","ESSFmw",89,43.5,35.09,1.66
"015503",0.3,1,41.9,0.04,"F","ESSFmw",91,44.7,34.7,1.77
"015503",0.61,2,39.9,0.04,"F","ESSFmw",91,44.7,34.7,1.77
"015503",0.91,3,39.6,0.04,"F","ESSFmw",91,44.7,34.7,1.77
"015503",1.37,4,37.3,0.05,"F","ESSFmw",91,44.7,34.7,1.77
"015503",5.18,5,33,0.37,"F","ESSFmw",91,44.7,34.7,1.77
"015503",10.06,6,30.5,0.39,"F","ESSFmw",91,44.7,34.7,1.77
"015503",14.94,7,27.9,0.33,"F","ESSFmw",91,44.7,34.7,1.77
"015503",19.81,8,22.9,0.25,"F","ESSFmw",91,44.7,34.7,1.77
"015503",24.69,9,17.8,0.16,"F","ESSFmw",91,44.7,34.7,1.77
"015503",29.47,10,10.2,0.08,"F","ESSFmw",91,44.7,34.7,1.77
"015503",34.7,11,0,0.02,"F","ESSFmw",91,44.7,34.7,1.77
"015527",0.3,1,40.1,0.04,"F","ESSFmw",89,45.1,33.2,1.54
"015527",0.61,2,37.8,0.04,"F","ESSFmw",89,45.1,33.2,1.54
"015527",0.91,3,37.1,0.03,"F","ESSFmw",89,45.1,33.2,1.54
"015527",1.37,4,36.3,0.05,"F","ESSFmw",89,45.1,33.2,1.54
"015527",5.18,5,33,0.36,"F","ESSFmw",89,45.1,33.2,1.54
"015527",10.06,6,27.9,0.36,"F","ESSFmw",89,45.1,33.2,1.54
"015527",14.94,7,25.4,0.27,"F","ESSFmw",89,45.1,33.2,1.54
"015527",19.81,8,20.3,0.2,"F","ESSFmw",89,45.1,33.2,1.54
"015527",24.69,9,15.2,0.12,"F","ESSFmw",89,45.1,33.2,1.54
"015527",28.32,10,10.2,0.05,"F","ESSFmw",89,45.1,33.2,1.54
"015527",33.2,11,0,0.02,"F","ESSFmw",89,45.1,33.2,1.54
"015325",0.3,1,50,0.06,"F","ESSFmw",240,46.2,30.8,1.84
"015325",0.61,2,43.2,0.05,"F","ESSFmw",240,46.2,30.8,1.84
"015325",0.91,3,41.1,0.04,"F","ESSFmw",240,46.2,30.8,1.84
"015325",1.37,4,39.4,0.06,"F","ESSFmw",240,46.2,30.8,1.84
